ts,symbol,tf,price,ema,rsi,signal,dry_run
1762999569.4483302,US100Z25.sim,H1,25686.69,46.706685080606455,25634.961362975428,0.34510868787765503,-1,xgb
1762999569.4483302,US500Z25.sim,M30,6882.98,54.31479793375835,6874.413803358964,0.31594547629356384,-1,xgb
1762999569.4483302,US500Z25.sim,H1,6882.98,49.209279922934805,6863.197707633292,0.5466829538345337,0,xgb
1762999569.4483302,USOILZ25.sim,M30,58.318,42.94642857142837,59.295068697064174,0.5117388963699341,0,xgb
1762999569.4483302,USOILZ25.sim,H1,58.318,13.392200147166761,59.67237873433816,0.4664172828197479,0,xgb
1762999569.4483302,BTCX25.sim,M30,102350.0,60.44444444444445,103034.36307136688,0.49386778473854065,0,xgb
1762999569.4483302,BTCX25.sim,H1,102350.0,24.80916030534351,103575.83145186871,0.787294328212738,1,xgb
1762999574.6571314,XAUZ25.sim,M30,4194.96,36.738351254480314,4169.248354347807,,0,rule
1762999574.6571314,XAUZ25.sim,H1,4194.96,73.70298795897091,4146.455909533464,,1,rule
1762999574.6571314,US30Z25.sim,M30,48436.0,53.128849470312936,48215.89785839058,0.6053563952445984,1,xgb
1762999574.6571314,US30Z25.sim,H1,48436.0,68.89111626925484,48000.131695130825,0.29796648025512695,-1,xgb
1762999574.6571314,US100Z25.sim,M30,25686.19,60.85523559478221,25651.438680610856,0.47295328974723816,0,xgb
1762999574.6571314,US100Z25.sim,H1,25686.19,46.674774196193,25634.94175513229,0.34510868787765503,-1,xgb
1762999574.6571314,US500Z25.sim,M30,6882.85,54.20773313116023,6874.408705319748,0.31594547629356384,-1,xgb
1762999574.6571314,US500Z25.sim,H1,6882.85,49.157979149960134,6863.192609594076,0.5570447444915771,1,xgb
1762999574.6571314,USOILZ25.sim,M30,58.318,42.94642857142837,59.295068697064174,0.5117388963699341,0,xgb
1762999574.6571314,USOILZ25.sim,H1,58.318,13.392200147166761,59.67237873433816,0.4664172828197479,0,xgb
1762999574.6571314,BTCX25.sim,M30,102360.0,60.58458813108946,103034.75522822962,0.4218892455101013,-1,xgb
1762999574.6571314,BTCX25.sim,H1,102360.0,24.936494496189667,103576.22360873145,0.7782090306282043,1,xgb
1762999579.8780067,XAUZ25.sim,M30,4195.04,36.78229665071768,4169.251491602709,,0,rule
1762999579.8780067,XAUZ25.sim,H1,4195.04,73.74683920868615,4146.459046788366,,1,rule
1762999579.8780067,US30Z25.sim,M30,48435.8,53.10268406796399,48215.890015253324,0.6026488542556763,1,xgb
1762999579.8780067,US30Z25.sim,H1,48435.8,68.87658227848094,48000.12385199357,0.3687456548213959,-1,xgb
1762999579.8780067,US100Z25.sim,M30,25684.71,60.60471196906874,25651.380641395168,0.47918012738227844,0,xgb
1762999579.8780067,US100Z25.sim,H1,25684.71,46.58057301823232,25634.883715916603,0.34510868787765503,-1,xgb
1762999579.8780067,US500Z25.sim,M30,6882.63,54.02750491159141,6874.400077868768,0.3115277886390686,-1,xgb
1762999579.8780067,US500Z25.sim,H1,6882.63,49.071405699647904,6863.183982143096,0.5570447444915771,1,xgb
1762999579.8780067,USOILZ25.sim,M30,58.318,42.94642857142837,59.295068697064174,0.5117388963699341,0,xgb
1762999579.8780067,USOILZ25.sim,H1,58.318,13.392200147166761,59.67237873433816,0.4664172828197479,0,xgb
1762999579.8780067,BTCX25.sim,M30,102337.5,60.26785714285714,103033.87287528845,0.49386778473854065,0,xgb
1762999579.8780067,BTCX25.sim,H1,102337.5,24.649383765405858,103575.34125579028,0.8120498657226562,1,xgb
1762999585.0652347,XAUZ25.sim,M30,4193.1,35.74542284219724,4169.175413171337,,0,rule
1762999585.0652347,XAUZ25.sim,H1,4193.1,72.69794721407604,4146.382968356994,,1,rule
1762999585.0652347,US30Z25.sim,M30,48439.4,53.57763975155303,48216.031191723916,0.627853512763977,1,xgb
1762999585.0652347,US30Z25.sim,H1,48439.4,69.13913595933909,48000.265028464164,0.31482475996017456,-1,xgb
1762999585.0652347,US100Z25.sim,M30,25686.94,60.982982534706316,25651.468092375562,0.4856058657169342,0,xgb
1762999585.0652347,US100Z25.sim,H1,25686.94,46.72265689117459,25634.971166896998,0.34510868787765503,-1,xgb
1762999585.0652347,US500Z25.sim,M30,6883.15,54.455445544554124,6874.4204700256305,0.31594547629356384,-1,xgb
1762999585.0652347,US500Z25.sim,H1,6883.15,49.276527331189655,6863.2043742999585,0.531521201133728,0,xgb
1762999585.0652347,USOILZ25.sim,M30,58.31,42.53597122302159,59.29475497157398,0.49714088439941406,0,xgb
1762999585.0652347,USOILZ25.sim,H1,58.31,13.13653136531353,59.672065008847966,0.4582075774669647,0,xgb
1762999585.0652347,BTCX25.sim,M30,102342.5,60.338680926916226,103034.06895371982,0.49386778473854065,0,xgb
1762999585.0652347,BTCX25.sim,H1,102342.5,24.71337579617834,103575.53733422165,0.8020789623260498,1,xgb
1762999590.2414513,XAUZ25.sim,M30,4193.06,35.72465872785385,4169.173844543886,,0,rule
1762999590.2414513,XAUZ25.sim,H1,4193.06,72.67663441805902,4146.381399729543,,1,rule
1762999590.2414513,US30Z25.sim,M30,48440.7,53.7419194430628,48216.08217211607,0.627853512763977,1,xgb
1762999590.2414513,US30Z25.sim,H1,48440.7,69.21406630653483,48000.316008856316,0.31482475996017456,-1,xgb
1762999590.2414513,US100Z25.sim,M30,25687.71,61.11469523996493,25651.498288453993,0.4856058657169342,0,xgb
1762999590.2414513,US100Z25.sim,H1,25687.71,46.77191877421909,25635.00136297543,0.335918128490448,-1,xgb
1762999590.2414513,US500Z25.sim,M30,6883.3,54.580152671755854,6874.426352378572,0.30937516689300537,-1,xgb
1762999590.2414513,US500Z25.sim,H1,6883.3,49.33601609657963,6863.2102566529,0.5576261281967163,1,xgb
1762999590.2414513,USOILZ25.sim,M30,58.291,41.537053979871615,59.29400987353476,0.49955135583877563,0,xgb
1762999590.2414513,USOILZ25.sim,H1,58.291,12.523225566703516,59.67131991080875,0.4710676074028015,0,xgb
1762999590.2414513,BTCX25.sim,M30,102350.0,60.44444444444445,103034.36307136688,0.49386778473854065,0,xgb
1762999590.2414513,BTCX25.sim,H1,102350.0,24.80916030534351,103575.83145186871,0.787294328212738,1,xgb
1762999595.4577274,XAUZ25.sim,M30,4193.82,36.12334801762101,4169.2036484654545,,0,rule
1762999595.4577274,XAUZ25.sim,H1,4193.82,73.08372641509376,4146.4112036511115,,1,rule
1762999595.4577274,US30Z25.sim,M30,48439.75,53.624269551162534,48216.04491721411,0.627853512763977,1,xgb
1762999595.4577274,US30Z25.sim,H1,48439.75,69.16476881521078,48000.27875395436,0.31482475996017456,-1,xgb
1762999595.4577274,US100Z25.sim,M30,25686.19,60.85523559478221,25651.438680610856,0.47295328974723816,0,xgb
1762999595.4577274,US100Z25.sim,H1,25686.19,46.674774196193,25634.94175513229,0.34510868787765503,-1,xgb
1762999595.4577274,US500Z25.sim,M30,6883.05,54.37262357414461,6874.416548457003,0.31594547629356384,-1,xgb
1762999595.4577274,US500Z25.sim,H1,6883.05,49.23694779116481,6863.200452731331,0.5466829538345337,0,xgb
1762999595.4577274,USOILZ25.sim,M30,58.287,41.322314049586595,59.29385301078966,0.49955135583877563,0,xgb
1762999595.4577274,USOILZ25.sim,H1,58.287,12.393003349460116,59.67116304806365,0.46333593130111694,0,xgb
1762999595.4577274,BTCX25.sim,M30,102350.0,60.44444444444445,103034.36307136688,0.49386778473854065,0,xgb
1762999595.4577274,BTCX25.sim,H1,102350.0,24.80916030534351,103575.83145186871,0.787294328212738,1,xgb
1762999600.6414135,XAUZ25.sim,M30,4194.42,36.44444444444449,4169.227177877219,,0,rule
1762999600.6414135,XAUZ25.sim,H1,4194.42,73.40835060704728,4146.434733062877,,1,rule
1762999600.6414135,US30Z25.sim,M30,48440.4,53.707389897984726,48216.07040741019,0.627853512763977,1,xgb
1762999600.6414135,US30Z25.sim,H1,48440.4,69.20428056791658,48000.30424415044,0.31482475996017456,-1,xgb
1762999600.6414135,US100Z25.sim,M30,25687.69,61.11126693405848,25651.497504140265,0.4856058657169342,0,xgb
1762999600.6414135,US100Z25.sim,H1,25687.69,46.7706379307983,25635.0005786617,0.335918128490448,-1,xgb
1762999600.6414135,US500Z25.sim,M30,6883.38,54.646896973402704,6874.429489633474,0.3100745379924774,-1,xgb
1762999600.6414135,US500Z25.sim,H1,6883.38,49.3678022066523,6863.213393907802,0.5528450608253479,1,xgb
1762999600.6414135,USOILZ25.sim,M30,58.291,41.537053979871615,59.29400987353476,0.49955135583877563,0,xgb
1762999600.6414135,USOILZ25.sim,H1,58.291,12.523225566703516,59.67131991080875,0.4710676074028015,0,xgb
1762999600.6414135,BTCX25.sim,M30,102362.5,60.61946902654867,103034.8532674453,0.4106066823005676,-1,xgb
1762999600.6414135,BTCX25.sim,H1,102362.5,24.96826068556919,103576.32164794713,0.7833501696586609,1,xgb
1762999605.8994384,XAUZ25.sim,M30,4194.7,36.59625111573927,4169.238158269376,,0,rule
1762999605.8994384,XAUZ25.sim,H1,4194.7,73.5608308605336,4146.445713455034,,1,rule
1762999605.8994384,US30Z25.sim,M30,48439.45,53.58429618586125,48216.03315250823,0.627853512763977,1,xgb
1762999605.8994384,US30Z25.sim,H1,48439.45,69.14279663260393,48000.26698924848,0.31482475996017456,-1,xgb
1762999605.8994384,US100Z25.sim,M30,25686.84,60.96591863002955,25651.464170806932,0.49167484045028687,0,xgb
1762999605.8994384,US100Z25.sim,H1,25686.84,46.71626685631444,25634.967245328367,0.34510868787765503,-1,xgb
1762999605.8994384,US500Z25.sim,M30,6883.13,54.43886097152435,6874.419685711905,0.31594547629356384,-1,xgb
1762999605.8994384,US500Z25.sim,H1,6883.13,49.26860633338705,6863.203589986233,0.5466829538345337,0,xgb
1762999605.8994384,USOILZ25.sim,M30,58.297,41.856232939035216,59.294245167652406,0.5142703652381897,0,xgb
1762999605.8994384,USOILZ25.sim,H1,58.297,12.717834631071256,59.67155520492639,0.4827510118484497,0,xgb
1762999605.8994384,BTCX25.sim,M30,102377.5,60.8274647887324,103035.44150273943,0.4511736333370209,0,xgb
1762999605.8994384,BTCX25.sim,H1,102377.5,25.158294639088226,103576.90988324126,0.7833501696586609,1,xgb
1762999709.1074274,XAUZ25.sim,M30,4198.66,39.529341674113546,4169.393452387023,,0,rule
1762999709.1074274,XAUZ25.sim,H1,4198.66,75.04453681710176,4146.601007572681,,1,rule
1762999709.1074274,US30Z25.sim,M30,48436.4,53.18125770653539,48215.91354466509,0.6053563952445984,1,xgb
1762999709.1074274,US30Z25.sim,H1,48436.4,68.92020265991117,48000.14738140534,0.29796648025512695,-1,xgb
1762999709.1074274,US100Z25.sim,M30,25685.61,60.756811020328456,25651.415935512814,0.47295328974723816,0,xgb
1762999709.1074274,US100Z25.sim,H1,25685.61,46.63781215439441,25634.91901003425,0.34510868787765503,-1,xgb
1762999709.1074274,US500Z25.sim,M30,6882.85,54.20773313116023,6874.408705319748,0.31594547629356384,-1,xgb
1762999709.1074274,US500Z25.sim,H1,6882.83,49.15009621552282,6863.191825280351,0.5570447444915771,1,xgb
1762999709.1074274,USOILZ25.sim,M30,58.348,44.434782608695535,59.29624516765241,0.39993321895599365,-1,xgb
1762999709.1074274,USOILZ25.sim,H1,58.348,14.337700145560177,59.673555204926394,0.4077417552471161,-1,xgb
1762999709.1074274,BTCX25.sim,M30,102387.5,60.96491228070175,103035.83365960217,0.4511736333370209,0,xgb
1762999709.1074274,BTCX25.sim,H1,102387.5,25.284450063211125,103577.302040104,0.7859435081481934,1,xgb
1762999714.720453,XAUZ25.sim,M30,4198.62,39.49329359165403,4169.391883759572,,0,rule
1762999714.720453,XAUZ25.sim,H1,4198.62,75.03712503712467,4146.59943894523,,1,rule
1762999714.720453,US30Z25.sim,M30,48436.75,53.227199802542316,48215.92727015528,0.6053563952445984,1,xgb
1762999714.720453,US30Z25.sim,H1,48436.75,68.94567340689481,48000.16110689553,0.29796648025512695,-1,xgb
1762999714.720453,US100Z25.sim,M30,25684.74,60.60976966729735,25651.381817865757,0.47918012738227844,0,xgb
1762999714.720453,US100Z25.sim,H1,25684.74,46.58247872572559,25634.884892387192,0.34510868787765503,-1,xgb
1762999714.720453,US500Z25.sim,M30,6882.73,54.10927803844368,6874.403999437395,0.31594547629356384,-1,xgb
1762999714.720453,US500Z25.sim,H1,6882.73,49.11071943598773,6863.187903711723,0.5570447444915771,1,xgb
1762999714.720453,USOILZ25.sim,M30,58.348,44.434782608695535,59.29624516765241,0.39993321895599365,-1,xgb
1762999714.720453,USOILZ25.sim,H1,58.348,14.337700145560177,59.673555204926394,0.4077417552471161,-1,xgb
1762999714.720453,BTCX25.sim,M30,102385.0,60.93064091308165,103035.73562038649,0.4511736333370209,0,xgb
1762999714.720453,BTCX25.sim,H1,102385.0,25.25295109612142,103577.20400088832,0.7859435081481934,1,xgb
1762999719.8912137,XAUZ25.sim,M30,4198.78,39.6372286648822,4169.398158269376,,0,rule
1762999719.8912137,XAUZ25.sim,H1,4198.78,75.06674577276732,4146.605713455034,,1,rule
1762999719.8912137,US30Z25.sim,M30,48435.15,53.017824216349354,48215.864525057244,0.6026488542556763,1,xgb
1762999719.8912137,US30Z25.sim,H1,48435.15,68.82938913192415,48000.09836179749,0.3687456548213959,-1,xgb
1762999719.8912137,US100Z25.sim,M30,25682.66,60.261090828631346,25651.300249238306,0.5001270174980164,0,xgb
1762999719.8912137,US100Z25.sim,H1,25682.66,46.450718015665764,25634.80332375974,0.36236971616744995,-1,xgb
1762999719.8912137,US500Z25.sim,M30,6882.28,53.74323511725771,6874.386352378572,0.2952817678451538,-1,xgb
1762999719.8912137,US500Z25.sim,H1,6882.28,48.93430190787897,6863.1702566529,0.5604391098022461,1,xgb
1762999719.8912137,USOILZ25.sim,M30,58.348,44.434782608695535,59.29624516765241,0.39993321895599365,-1,xgb
1762999719.8912137,USOILZ25.sim,H1,58.348,14.337700145560177,59.673555204926394,0.4077417552471161,-1,xgb
1762999719.8912137,BTCX25.sim,M30,102367.5,60.689045936395765,103035.04934587669,0.4511736333370209,0,xgb
1762999719.8912137,BTCX25.sim,H1,102367.5,25.031712473572938,103576.51772637852,0.7833501696586609,1,xgb
1762999725.0326586,XAUZ25.sim,M30,4198.72,39.583333333333435,4169.3958053281995,,0,rule
1762999725.0326586,XAUZ25.sim,H1,4198.72,75.05564623831398,4146.603360513857,,1,rule
1762999725.0326586,US30Z25.sim,M30,48434.6,52.946231279155285,48215.8429564298,0.5937736630439758,1,xgb
1762999725.0326586,US30Z25.sim,H1,48434.6,68.78950695322338,48000.07679317005,0.34464743733406067,-1,xgb
1762999725.0326586,US100Z25.sim,M30,25682.31,60.202812854024586,25651.28652374811,0.49097153544425964,0,xgb
1762999725.0326586,US100Z25.sim,H1,25682.31,46.42861997254359,25634.789598269545,0.36236971616744995,-1,xgb
1762999725.0326586,US500Z25.sim,M30,6882.23,53.70286916028201,6874.384391594258,0.30689817667007446,-1,xgb
1762999725.0326586,US500Z25.sim,H1,6882.23,48.91477816789012,6863.168295868586,0.5604391098022461,1,xgb
1762999725.0326586,USOILZ25.sim,M30,58.349,44.48305821025173,59.29628438333868,0.39993321895599365,-1,xgb
1762999725.0326586,USOILZ25.sim,H1,58.349,14.368861404146656,59.673594420612666,0.4077417552471161,-1,xgb
1762999725.0326586,BTCX25.sim,M30,102367.5,60.689045936395765,103035.04934587669,0.4511736333370209,0,xgb
1762999725.0326586,BTCX25.sim,H1,102367.5,25.031712473572938,103576.51772637852,0.7833501696586609,1,xgb
1762999730.1643379,XAUZ25.sim,M30,4198.7,39.56534682941324,4169.395021014474,,0,rule
1762999730.1643379,XAUZ25.sim,H1,4198.7,75.05194419709073,4146.602576200132,,1,rule
1762999730.1643379,US30Z25.sim,M30,48434.4,52.920245398773254,48215.83511329254,0.5937736630439758,1,xgb
1762999730.1643379,US30Z25.sim,H1,48434.4,68.7750157994521,48000.068950032786,0.34464743733406067,-1,xgb
1762999730.1643379,US100Z25.sim,M30,25680.21,59.85549847531636,25651.204170806934,0.4693216383457184,0,xgb
1762999730.1643379,US100Z25.sim,H1,25680.21,46.29647199143404,25634.70724532837,0.389554888010025,-1,xgb
1762999730.1643379,US500Z25.sim,M30,6881.98,53.50194552529143,6874.37458767269,0.30689817667007446,-1,xgb
1762999730.1643379,US500Z25.sim,H1,6881.98,48.81739268933654,6863.158491947018,0.5767236351966858,1,xgb
1762999730.1643379,USOILZ25.sim,M30,58.343,44.19213973799137,59.296049089221036,0.39993321895599365,-1,xgb
1762999730.1643379,USOILZ25.sim,H1,58.343,14.181553044112192,59.67335912649502,0.4199104309082031,-1,xgb
1762999730.1643379,BTCX25.sim,M30,102342.5,60.338680926916226,103034.06895371982,0.49386778473854065,0,xgb
1762999730.1643379,BTCX25.sim,H1,102342.5,24.71337579617834,103575.53733422165,0.8020789623260498,1,xgb
1762999735.2974405,XAUZ25.sim,M30,4198.84,39.69102792632206,4169.400511210552,,0,rule
1762999735.2974405,XAUZ25.sim,H1,4198.84,75.07783543365424,4146.60806639621,,1,rule
1762999735.2974405,US30Z25.sim,M30,48435.6,53.07654442530137,48215.88217211607,0.6026488542556763,1,xgb
1762999735.2974405,US30Z25.sim,H1,48435.6,68.86205441889858,48000.11600885632,0.3687456548213959,-1,xgb
1762999735.2974405,US100Z25.sim,M30,25678.74,59.61475320126972,25651.14652374811,0.4693216383457184,0,xgb
1762999735.2974405,US100Z25.sim,H1,25678.74,46.20441510659028,25634.649598269545,0.37842753529548645,-1,xgb
1762999735.2974405,US500Z25.sim,M30,6881.98,53.50194552529143,6874.37458767269,0.30689817667007446,-1,xgb
1762999735.2974405,US500Z25.sim,H1,6881.98,48.81739268933654,6863.158491947018,0.5767236351966858,1,xgb
1762999735.2974405,USOILZ25.sim,M30,58.336,43.848857644991064,59.29577457941711,0.41944628953933716,-1,xgb
1762999735.2974405,USOILZ25.sim,H1,58.336,13.961988304093325,59.6730846166911,0.4365864098072052,-1,xgb
1762999735.2974405,BTCX25.sim,M30,102342.5,60.338680926916226,103034.06895371982,0.49386778473854065,0,xgb
1762999735.2974405,BTCX25.sim,H1,102342.5,24.71337579617834,103575.53733422165,0.8020789623260498,1,xgb
1762999740.437077,XAUZ25.sim,M30,4198.92,39.76261127596434,4169.403648465454,,0,rule
1762999740.437077,XAUZ25.sim,H1,4198.92,75.09260631204589,4146.611203651112,,1,rule
1762999740.437077,US30Z25.sim,M30,48438.55,53.464732862278844,48215.99785839058,0.6183698773384094,1,xgb
1762999740.437077,US30Z25.sim,H1,48438.2,69.0513959390858,48000.21796964063,0.32505351305007935,-1,xgb
1762999740.437077,US100Z25.sim,M30,25681.11,60.00385558095341,25651.23946492458,0.4711597263813019,0,xgb
1762999740.437077,US100Z25.sim,H1,25681.11,46.35301461508191,25634.742539446015,0.34821799397468567,-1,xgb
1762999740.437077,US500Z25.sim,M30,6882.48,53.905307599517094,6874.394195515827,0.3115277886390686,-1,xgb
1762999740.437077,US500Z25.sim,H1,6882.48,49.01255297033652,6863.178099790155,0.5570447444915771,1,xgb
1762999740.437077,USOILZ25.sim,M30,58.337,43.898156277436435,59.29581379510339,0.41944628953933716,-1,xgb
1762999740.437077,USOILZ25.sim,H1,58.337,13.99342345633896,59.67312383237738,0.4365864098072052,-1,xgb
1762999740.437077,BTCX25.sim,M30,102342.5,60.338680926916226,103034.06895371982,0.49386778473854065,0,xgb
1762999740.437077,BTCX25.sim,H1,102342.5,24.71337579617834,103575.53733422165,0.8020789623260498,1,xgb
1762999745.58982,XAUZ25.sim,M30,4199.6,40.36427732079926,4169.430315132121,,0,rule
1762999745.58982,XAUZ25.sim,H1,4199.6,75.21745540321363,4146.637870317779,,1,rule
1762999745.58982,US30Z25.sim,M30,48436.9,53.24691358024716,48215.93315250823,0.6053563952445984,1,xgb
1762999745.58982,US30Z25.sim,H1,48436.9,68.95659520540694,48000.16698924848,0.28987061977386475,-1,xgb
1762999745.58982,US100Z25.sim,M30,25680.56,59.91310564813298,25651.21789629713,0.4693216383457184,0,xgb
1762999745.58982,US100Z25.sim,H1,25680.56,46.31844439020428,25634.720970818566,0.389554888010025,-1,xgb
1762999745.58982,US500Z25.sim,M30,6882.33,53.78366180231673,6874.388313162885,0.2952817678451538,-1,xgb
1762999745.58982,US500Z25.sim,H1,6882.33,48.953841239418686,6863.1722174372135,0.5604391098022461,1,xgb
1762999745.58982,USOILZ25.sim,M30,58.338,43.9473684210526,59.29585301078966,0.41297000646591187,-1,xgb
1762999745.58982,USOILZ25.sim,H1,58.338,14.024835646457092,59.67316304806365,0.4365864098072052,-1,xgb
1762999745.58982,BTCX25.sim,M30,102345.0,60.3739982190561,103034.1669929355,0.49386778473854065,0,xgb
1762999745.58982,BTCX25.sim,H1,102345.0,24.745331069609506,103575.63537343733,0.8020789623260498,1,xgb
1762999750.7300851,XAUZ25.sim,M30,4199.46,40.24138946128929,4169.424824936043,,0,rule
1762999750.7300851,XAUZ25.sim,H1,4199.46,75.19185360094417,4146.6323801217,,1,rule
1762999750.7300851,US30Z25.sim,M30,48437.6,53.33910462527812,48215.96060348862,0.6268773674964905,1,xgb
1762999750.7300851,US30Z25.sim,H1,48437.6,69.00760938490767,48000.194440228865,0.30952903628349304,-1,xgb
1762999750.7300851,US100Z25.sim,M30,25681.89,60.13302790274039,25651.270053159875,0.48592647910118103,0,xgb
1762999750.7300851,US100Z25.sim,H1,25681.89,46.40213005854938,25634.77312768131,0.34821799397468567,-1,xgb
1762999750.7300851,US500Z25.sim,M30,6882.53,53.94597857250616,6874.39615630014,0.3115277886390686,-1,xgb
1762999750.7300851,US500Z25.sim,H1,6882.53,49.03215485522315,6863.180060574468,0.5570447444915771,1,xgb
1762999750.7300851,USOILZ25.sim,M30,58.34,44.04553415061306,59.295931442162214,0.4234698712825775,-1,xgb
1762999750.7300851,USOILZ25.sim,H1,58.34,14.087591240875824,59.6732414794362,0.4365864098072052,-1,xgb
1762999750.7300851,BTCX25.sim,M30,102350.0,60.44444444444445,103034.36307136688,0.49386778473854065,0,xgb
1762999750.7300851,BTCX25.sim,H1,102350.0,24.80916030534351,103575.83145186871,0.787294328212738,1,xgb
1762999755.9026282,XAUZ25.sim,M30,4199.64,40.399295361127585,4169.431883759572,,0,rule
1762999755.9026282,XAUZ25.sim,H1,4199.64,75.22476050110508,4146.63943894523,,1,rule
1762999755.9026282,US30Z25.sim,M30,48436.6,53.207500616826906,48215.921387802344,0.6053563952445984,1,xgb
1762999755.9026282,US30Z25.sim,H1,48436.6,68.93475506756718,48000.15522454259,0.29796648025512695,-1,xgb
1762999755.9026282,US100Z25.sim,M30,25680.14,59.84399033179501,25651.201425708896,0.4693216383457184,0,xgb
1762999755.9026282,US100Z25.sim,H1,25680.14,46.29208001301019,25634.704500230328,0.389554888010025,-1,xgb
1762999755.9026282,US500Z25.sim,M30,6882.18,53.66256379465644,6874.382430809945,0.30689817667007446,-1,xgb
1762999755.9026282,US500Z25.sim,H1,6882.18,48.895270000797844,6863.166335084273,0.5626276731491089,1,xgb
1762999755.9026282,USOILZ25.sim,M30,58.342,44.14335664335651,59.296009873534764,0.39993321895599365,-1,xgb
1762999755.9026282,USOILZ25.sim,H1,58.342,14.150255288110628,59.67331991080875,0.4199104309082031,-1,xgb
1762999755.9026282,BTCX25.sim,M30,102395.0,61.0673665791776,103036.12777724923,0.4511736333370209,0,xgb
1762999755.9026282,BTCX25.sim,H1,102395.0,25.378787878787875,103577.59615775106,0.7766872644424438,1,xgb
1762999761.0744205,XAUZ25.sim,M30,4199.5,40.27655192703725,4169.426393563494,,0,rule
1762999761.0744205,XAUZ25.sim,H1,4199.5,75.19917379758006,4146.633948749151,,1,rule
1762999761.0744205,US30Z25.sim,M30,48436.35,53.17470102330155,48215.91158388078,0.6053563952445984,1,xgb
1762999761.0744205,US30Z25.sim,H1,48436.35,68.9165655179689,48000.145420621026,0.29796648025512695,-1,xgb
1762999761.0744205,US100Z25.sim,M30,25679.89,59.80292591880967,25651.191621787326,0.4693216383457184,0,xgb
1762999761.0744205,US100Z25.sim,H1,25679.89,46.27640117594456,25634.69469630876,0.389554888010025,-1,xgb
1762999761.0744205,US500Z25.sim,M30,6882.08,53.58213429256583,6874.378509241317,0.30689817667007446,-1,xgb
1762999761.0744205,US500Z25.sim,H1,6882.08,48.85630031083134,6863.162413515645,0.5696039795875549,1,xgb
1762999761.0744205,USOILZ25.sim,M30,58.342,44.14335664335651,59.296009873534764,0.39993321895599365,-1,xgb
1762999761.0744205,USOILZ25.sim,H1,58.342,14.150255288110628,59.67331991080875,0.4199104309082031,-1,xgb
1762999761.0744205,BTCX25.sim,M30,102397.5,61.10139860139861,103036.22581646491,0.4511736333370209,0,xgb
1762999761.0744205,BTCX25.sim,H1,102397.5,25.410180900294492,103577.69419696674,0.7766872644424438,1,xgb
1762999766.2439706,XAUZ25.sim,M30,4199.6,40.36427732079926,4169.430315132121,,0,rule
1762999766.2439706,XAUZ25.sim,H1,4199.6,75.21745540321363,4146.637870317779,,1,rule
1762999766.2439706,US30Z25.sim,M30,48436.2,53.155040670445814,48215.90570152784,0.6053563952445984,1,xgb
1762999766.2439706,US30Z25.sim,H1,48436.2,68.90565639510292,48000.139538268086,0.29796648025512695,-1,xgb
1762999766.2439706,US100Z25.sim,M30,25679.91,59.806208997831384,25651.19240610105,0.4693216383457184,0,xgb
1762999766.2439706,US100Z25.sim,H1,25679.91,46.277655092059426,25634.695480622486,0.389554888010025,-1,xgb
1762999766.2439706,US500Z25.sim,M30,6882.1,53.59820089955047,6874.379293555043,0.30689817667007446,-1,xgb
1762999766.2439706,US500Z25.sim,H1,6882.08,48.85630031083134,6863.162413515645,0.5696039795875549,1,xgb
1762999766.2439706,USOILZ25.sim,M30,58.342,44.14335664335651,59.296009873534764,0.39993321895599365,-1,xgb
1762999766.2439706,USOILZ25.sim,H1,58.342,14.150255288110628,59.67331991080875,0.4199104309082031,-1,xgb
1762999766.2439706,BTCX25.sim,M30,102405.0,61.20313862249346,103036.51993411197,0.45384475588798523,0,xgb
1762999766.2439706,BTCX25.sim,H1,102405.0,25.504201680672267,103577.9883146138,0.7934280633926392,1,xgb
1762999771.3944044,XAUZ25.sim,M30,4199.54,40.311673037341805,4169.4279621909445,,0,rule
1762999771.3944044,XAUZ25.sim,H1,4199.42,75.18452908178296,4146.630811494249,,1,rule
1762999771.3944044,US30Z25.sim,M30,48435.55,53.07001353513025,48215.88021133176,0.6026488542556763,1,xgb
1762999771.3944044,US30Z25.sim,H1,48435.55,68.85842341154752,48000.114048072006,0.3687456548213959,-1,xgb
1762999771.3944044,US100Z25.sim,M30,25679.94,59.8111342923023,25651.19358257164,0.4693216383457184,0,xgb
1762999771.3944044,US100Z25.sim,H1,25679.94,46.27953609364829,25634.696657093074,0.389554888010025,-1,xgb
1762999771.3944044,US500Z25.sim,M30,6882.03,53.54200988467849,6874.376548457003,0.30689817667007446,-1,xgb
1762999771.3944044,US500Z25.sim,H1,6882.03,48.83683875079667,6863.160452731331,0.5696039795875549,1,xgb
1762999771.3944044,USOILZ25.sim,M30,58.343,44.19213973799137,59.296049089221036,0.39993321895599365,-1,xgb
1762999771.3944044,USOILZ25.sim,H1,58.343,14.181553044112192,59.67335912649502,0.4199104309082031,-1,xgb
1762999771.3944044,BTCX25.sim,M30,102360.0,60.58458813108946,103034.75522822962,0.4218892455101013,-1,xgb
1762999771.3944044,BTCX25.sim,H1,102360.0,24.936494496189667,103576.22360873145,0.7773921489715576,1,xgb
1763000059.0933788,XAUZ25.sim,M30,4199.5,40.27655192703725,4169.426393563494,,0,rule
1763000059.0933788,XAUZ25.sim,H1,4199.5,75.19917379758006,4146.633948749151,,1,rule
1763000059.0933788,US30Z25.sim,M30,48444.2,54.14099087996019,48216.21942701803,0.6177651286125183,1,xgb
